unlabeled_for_review
predictions,,,,,
predictions,,,,,
name,address,category,P_closed,google_url,actually_closed
BairesDev,2 Embarcadero Ctr,software_development,0.001,https://www.google.com/search?q=BairesDev%202%20Embarcadero%20Ctr%20San%20Francisco,0
MailTime HQ,41 Freelon St,software_development,0.001,https://www.google.com/search?q=MailTime%20HQ%2041%20Freelon%20St%20San%20Francisco,1
Azumo,3130 Alpine Rd,software_development,0.001,https://www.google.com/search?q=Azumo%203130%20Alpine%20Rd%20Portola%20Valley,0
One Wealth Advisors,766 Valencia St,financial_advising,0.001,https://www.google.com/search?q=One%20Wealth%20Advisors%20766%20Valencia%20St%20San%20Francisco,0
Sleeper,San Francisco,software_development,0.001,https://www.google.com/search?q=Sleeper%20San%20Francisco%20San%20Francisco,0
MOSAIQQ,611 Washington St,software_development,0.001,https://www.google.com/search?q=MOSAIQQ%20611%20Washington%20St%20San%20Francisco,0
Intercept Music,3210 21st St,software_development,0.001,https://www.google.com/search?q=Intercept%20Music%203210%2021st%20St%20San%20Francisco,0
Gordon and Greineder Architects,2325 3rd St,architectural_designer,0.001,https://www.google.com/search?q=Gordon%20and%20Greineder%20Architects%202325%203rd%20St%20San%20Francisco,0
HOVER Inc,634 2nd St,software_development,0.001,https://www.google.com/search?q=HOVER%20Inc%20634%202nd%20St%20San%20Francisco,1
Medrio,345 California St,software_development,0.001,https://www.google.com/search?q=Medrio%20345%20California%20St%20San%20Francisco,0
Mark English Architects,1501 Mariposa St,architectural_designer,0.001,https://www.google.com/search?q=Mark%20English%20Architects%201501%20Mariposa%20St%20San%20Francisco,0
Beausoleil Architects,478 Monterey Blvd,architectural_designer,0.001,https://www.google.com/search?q=Beausoleil%20Architects%20478%20Monterey%20Blvd%20San%20Francisco,0
Sitecore,44 Montgomery St,software_development,0.001,https://www.google.com/search?q=Sitecore%2044%20Montgomery%20St%20San%20Francisco,0
Wellness Circle,201 Spear St,software_development,0.001,https://www.google.com/search?q=Wellness%20Circle%20201%20Spear%20St%20San%20Francisco,0
Hygea Precision Medicine,8 10th St,software_development,0.001,https://www.google.com/search?q=Hygea%20Precision%20Medicine%208%2010th%20St%20San%20Francisco,0
Goliath Data,400 Sutter St,software_development,0.001,https://www.google.com/search?q=Goliath%20Data%20400%20Sutter%20St%20San%20Francisco,1
EXR Systems LLC,2021 Fillmore St,software_development,0.001,https://www.google.com/search?q=EXR%20Systems%20LLC%202021%20Fillmore%20St%20San%20Francisco,0
Krisjon Svanberg,1010 16th St,architectural_designer,0.001,https://www.google.com/search?q=Krisjon%20Svanberg%201010%2016th%20St%20San%20Francisco,0
Dogpatch Wealth,555 20th St,financial_advising,0.001,https://www.google.com/search?q=Dogpatch%20Wealth%20555%2020th%20St%20San%20Francisco,0
Min Design,2325 3rd St,architectural_designer,0.001,https://www.google.com/search?q=Min%20Design%202325%203rd%20St%20San%20Francisco,0
WB Games San Francisco,600 Harrison St,insurance_agency,0.001,https://www.google.com/search?q=WB%20Games%20San%20Francisco%20600%20Harrison%20St%20San%20Francisco,0
Onfleet,140 Geary St,software_development,0.001,https://www.google.com/search?q=Onfleet%20140%20Geary%20St%20San%20Francisco,0
Acta Non Verba,3006 Gough St,architectural_designer,0.001,https://www.google.com/search?q=Acta%20Non%20Verba%203006%20Gough%20St%20San%20Francisco,0
Perspective,2261 Market St,software_development,0.001,https://www.google.com/search?q=Perspective%202261%20Market%20St%20San%20Francisco,1
thirdweb,2 Marina Blvd,software_development,0.001,https://www.google.com/search?q=thirdweb%202%20Marina%20Blvd%20San%20Francisco,0
Revi,535 Mission St,software_development,0.0,https://www.google.com/search?q=Revi%20535%20Mission%20St%20San%20Francisco,1
Bucket Robotics,643 7th St,software_development,0.0,https://www.google.com/search?q=Bucket%20Robotics%20643%207th%20St%20San%20Francisco,0
Finley Technologies,2 Mint Plz,software_development,0.0,https://www.google.com/search?q=Finley%20Technologies%202%20Mint%20Plz%20San%20Francisco,0
Sonnet AI,880 Harrison St,software_development,0.0,https://www.google.com/search?q=Sonnet%20AI%20880%20Harrison%20St%20San%20Francisco,0
Flashbrand,1 Sansome St,software_development,0.0,https://www.google.com/search?q=Flashbrand%201%20Sansome%20St%20San%20Francisco,0
