predictions
predictions,,,,,
name,address,category,P_closed,google_url,actually_closed
Ludwigsmv,383 Castro St,german_restaurant,0.007,https://www.google.com/search?q=Ludwigsmv+383+Castro+St+Mountain+View,0
Blue Line Pizza,146 Castro St,pizza_restaurant,0.007,https://www.google.com/search?q=Blue+Line+Pizza+146+Castro+St+Mountain+View,0
Mervyn's Lounge & Restaurant,236 Castro St,sushi_restaurant,0.007,https://www.google.com/search?q=Mervyn%27s+Lounge+%26+Restaurant+236+Castro+St+Mountain+View,0
Sushi Tomi,635 W Dana St,sushi_restaurant,0.007,https://www.google.com/search?q=Sushi+Tomi+635+W+Dana+St+Mountain+View,0
Udon Mugizo,180 Castro St,japanese_restaurant,0.007,https://www.google.com/search?q=Udon+Mugizo+180+Castro+St+Mountain+View,0
Masa Sushi Japan,650 Castro St,sushi_restaurant,0.007,https://www.google.com/search?q=Masa+Sushi+Japan+650+Castro+St+Mountain+View,0
Yugen Ramen,152 Castro St,japanese_restaurant,0.007,https://www.google.com/search?q=Yugen+Ramen+152+Castro+St+Mountain+View,0
Rumble Fish Japanese Restaurant,357 Castro St,japanese_restaurant,0.007,https://www.google.com/search?q=Rumble+Fish+Japanese+Restaurant+357+Castro+St+Mountain+View,1
Cafe 86,738 Villa St,cafe,0.007,https://www.google.com/search?q=Cafe+86+738+Villa+St+Mountain+View,1
Katsu,859 Villa St,japanese_restaurant,0.007,https://www.google.com/search?q=Katsu+859+Villa+St+Mountain+View,0
Kakaroto Japanese Restaurant,743 W Dana St,japanese_restaurant,0.007,https://www.google.com/search?q=Kakaroto+Japanese+Restaurant+743+W+Dana+St+Mountain+View,0
Das Bierhauz,135 Castro St,german_restaurant,0.007,https://www.google.com/search?q=Das+Bierhauz+135+Castro+St+Mountain+View,0
Resume Target San Francisco,800 W El Camino Real,writing_service,0.006,https://www.google.com/search?q=Resume+Target+San+Francisco+800+W+El+Camino+Real+Mountain+View,1
The Crepevine,300 Castro St,pancake_house,0.006,https://www.google.com/search?q=The+Crepevine+300+Castro+St+Mountain+View,0
The Spangler Family of Mortuaries,799 Castro St,cremation_services,0.006,https://www.google.com/search?q=The+Spangler+Family+of+Mortuaries+799+Castro+St+Mountain+View,0
Mercer Advisors,800 W El Camino Real,investing,0.006,https://www.google.com/search?q=Mercer+Advisors+800+W+El+Camino+Real+Mountain+View,0
Bt Properties-Management & Investment Services,800 W El Camino Real Ste 180,apartments,0.006,https://www.google.com/search?q=Bt+Properties-Management+%26+Investment+Services+800+W+El+Camino+Real+Ste+180+Mountain+View,0
Poke Bar,340 Castro St,poke_restaurant,0.006,https://www.google.com/search?q=Poke+Bar+340+Castro+St+Mountain+View,0
Pokeworks,211 Castro St,poke_restaurant,0.006,https://www.google.com/search?q=Pokeworks+211+Castro+St+Mountain+View,0
Dynatrace LLC,401 Castro St SE,software_development,0.006,https://www.google.com/search?q=Dynatrace+LLC+401+Castro+St+SE+Mountain+View,0
Accenture,650 Castro St,business_management_services,0.006,https://www.google.com/search?q=Accenture+650+Castro+St+Mountain+View,0
Site for Sore Eyes,650 Castro St,optometrist,0.006,https://www.google.com/search?q=Site+for+Sore+Eyes+650+Castro+St+Mountain+View,0
Shoreline West,,condominium,0.006,https://www.google.com/search?q=Shoreline+West+Mountain+View,0
Vitality Bowls,650 Castro St,health_food_restaurant,0.006,https://www.google.com/search?q=Vitality+Bowls+650+Castro+St+Mountain+View,0
UPS Access Point location,850 California St,courier_and_delivery_services,0.006,https://www.google.com/search?q=UPS+Access+Point+location+850+California+St+Mountain+View,0
Chamber of Commerce Mountain View,580 Castro St,community_center,0.006,https://www.google.com/search?q=Chamber+of+Commerce+Mountain+View+580+Castro+St+Mountain+View,0
US Post Office,211 Hope St,post_office,0.006,https://www.google.com/search?q=US+Post+Office+211+Hope+St+Mountain+View,0
Terra Outdoor Living,1064 W El Camino Real,outdoor_furniture_store,0.006,https://www.google.com/search?q=Terra+Outdoor+Living+1064+W+El+Camino+Real+Mountain+View,0
The UPS Store 1847,650 Castro St,shipping_center,0.006,https://www.google.com/search?q=The+UPS+Store+1847+650+Castro+St+Mountain+View,0
Bank of America Financial Center & Walk-Up ATM | Mountain View Main,444 Castro St STE 100,banks,0.005,https://www.google.com/search?q=Bank+of+America+Financial+Center+%26+Walk-Up+ATM+%7C+Mountain+View+Main+444+Castro+St+STE+100+Mountain+View,0
Mountain View Center for the Performing Arts,500 Castro St,topic_concert_venue,0.005,https://www.google.com/search?q=Mountain+View+Center+for+the+Performing+Arts+500+Castro+St+Mountain+View,0
Independent Order of Odd Fellows,206 Castro St,social_club,0.005,https://www.google.com/search?q=Independent+Order+of+Odd+Fellows+206+Castro+St+Mountain+View,0
Kween's,292 Castro St,ice_cream_shop,0.005,https://www.google.com/search?q=Kween%27s+292+Castro+St+Mountain+View,0
Yellowbrick Data,660 W Dana St,information_technology_company,0.005,https://www.google.com/search?q=Yellowbrick+Data+660+W+Dana+St+Mountain+View,0
The Alley,257 Castro St,topic_concert_venue,0.005,https://www.google.com/search?q=The+Alley+257+Castro+St+Mountain+View,0
Park Place Monitoring,800 High School Way,real_estate_service,0.005,https://www.google.com/search?q=Park+Place+Monitoring+800+High+School+Way+Mountain+View,0
Action Properties Sales & Management,268 Castro St,property_management,0.005,https://www.google.com/search?q=Action+Properties+Sales+%26+Management+268+Castro+St+Mountain+View,0
Workato,215 Castro St,information_technology_company,0.005,https://www.google.com/search?q=Workato+215+Castro+St+Mountain+View,0
GSDSolutions,650 Castro St Ste 120,it_service_and_computer_repair,0.005,https://www.google.com/search?q=GSDSolutions+650+Castro+St+Ste+120+Mountain+View,0
T. Castle,738 Villa St,bubble_tea,0.005,https://www.google.com/search?q=T.+Castle+738+Villa+St+Mountain+View,0
Teaspoon Mountain View,134 Castro St,tea_room,0.005,https://www.google.com/search?q=Teaspoon+Mountain+View+134+Castro+St+Mountain+View,1
#1 Locksmith,560 Castro St,key_and_locksmith,0.005,https://www.google.com/search?q=%231+Locksmith+560+Castro+St+Mountain+View,0
Giovanna's Fine Jewelry,655 Castro St,jewelry_store,0.005,https://www.google.com/search?q=Giovanna%27s+Fine+Jewelry+655+Castro+St+Mountain+View,0
3 Kingdoms Hot Pot,134 Castro St,chinese_restaurant,0.005,https://www.google.com/search?q=3+Kingdoms+Hot+Pot+134+Castro+St+Mountain+View,1
Modlin Legal,800 W El Camino Real,lawyer,0.004,https://www.google.com/search?q=Modlin+Legal+800+W+El+Camino+Real+Mountain+View,0
"Starbucks, 177 W El Camino Real, Mountain View, Ca",1003 W El Camino Real,coffee_shop,0.004,https://www.google.com/search?q=Starbucks%2C+177+W+El+Camino+Real%2C+Mountain+View%2C+Ca+1003+W+El+Camino+Real+Mountain+View,0
Power Rise: PE Investment in China and US,800 W El Camino Real,financial_service,0.004,https://www.google.com/search?q=Power+Rise%3A+PE+Investment+in+China+and+US+800+W+El+Camino+Real+Mountain+View,0
Best Bay Locksmith,650 Castro St Ste 120- 4,key_and_locksmith,0.004,https://www.google.com/search?q=Best+Bay+Locksmith+650+Castro+St+Ste+120-+4+Mountain+View,1
H&H Fresh Fish Co.,California St. & Bryant St,fishmonger,0.004,https://www.google.com/search?q=H%26H+Fresh+Fish+Co.+California+St.+%26+Bryant+St+Mountain+View,1
Dana Oriental Market,800 California St,naturopathic_holistic,0.004,https://www.google.com/search?q=Dana+Oriental+Market+800+California+St+Mountain+View,0
NuuEDScore,650 Castro St,software_development,0.004,https://www.google.com/search?q=NuuEDScore+650+Castro+St+Mountain+View,0
Flat Rate Towing,582 Hope St,towing_service,0.004,https://www.google.com/search?q=Flat+Rate+Towing+582+Hope+St+Mountain+View,0
Design Mania,384 Castro St,marketing_agency,0.004,https://www.google.com/search?q=Design+Mania+384+Castro+St+Mountain+View,0
MKF,800 W El Camino Real,printing_services,0.004,https://www.google.com/search?q=MKF+800+W+El+Camino+Real+Mountain+View,
Warm Day Spa,692 W Dana St,massage_therapy,0.004,https://www.google.com/search?q=Warm+Day+Spa+692+W+Dana+St+Mountain+View,
Therapy Stores,250 Castro St,flowers_and_gifts_shop,0.004,https://www.google.com/search?q=Therapy+Stores+250+Castro+St+Mountain+View,
Chiropractic Performance Center,694 W Dana St,chiropractor,0.004,https://www.google.com/search?q=Chiropractic+Performance+Center+694+W+Dana+St+Mountain+View,
Pacific Euro Hotel of Mt View,891 W Evelyn Ave,hotel,0.004,https://www.google.com/search?q=Pacific+Euro+Hotel+of+Mt+View+891+W+Evelyn+Ave+Mountain+View,
CHAC Family Resource Centers,748 Mercy St,social_service_organizations,0.004,https://www.google.com/search?q=CHAC+Family+Resource+Centers+748+Mercy+St+Mountain+View,
Depot garage,727 W Evelyn Ave,automotive_repair,0.004,https://www.google.com/search?q=Depot+garage+727+W+Evelyn+Ave+Mountain+View,
Mountain View - 501 Castro St.,501 Castro St.,banks,0.004,https://www.google.com/search?q=Mountain+View+-+501+Castro+St.+501+Castro+St.+Mountain+View,
Fashion Cuts,844 W Dana St,barber,0.004,https://www.google.com/search?q=Fashion+Cuts+844+W+Dana+St+Mountain+View,
Gelato Classico Italian Ice Cream,241 Castro St,gelato,0.004,https://www.google.com/search?q=Gelato+Classico+Italian+Ice+Cream+241+Castro+St+Mountain+View,
Vantage Local,320 Mountain View Ave,marketing_consultant,0.004,https://www.google.com/search?q=Vantage+Local+320+Mountain+View+Ave+Mountain+View,
Axess Cleaners,650 Castro St,laundromat,0.004,https://www.google.com/search?q=Axess+Cleaners+650+Castro+St+Mountain+View,
Sweetgreen,440 Castro St,salad_bar,0.004,https://www.google.com/search?q=Sweetgreen+440+Castro+St+Mountain+View,
LibertyX Bitcoin ATM,850 California St,atms,0.004,https://www.google.com/search?q=LibertyX+Bitcoin+ATM+850+California+St+Mountain+View,
Mountain View City Hall,500 Castro St,town_hall,0.004,https://www.google.com/search?q=Mountain+View+City+Hall+500+Castro+St+Mountain+View,
Shred Nations,650 Castro St,shredding_services,0.004,https://www.google.com/search?q=Shred+Nations+650+Castro+St+Mountain+View,
Masonic Lodge,890 Church St,lodge,0.004,https://www.google.com/search?q=Masonic+Lodge+890+Church+St+Mountain+View,
Protonshub Technologies,"800 W El Camino Real Suite 180, Mountain View, CA 94040, United States",business,0.003,https://www.google.com/search?q=Protonshub+Technologies+800+W+El+Camino+Real+Suite+180%2C+Mountain+View%2C+CA+94040%2C+United+States+Mountain+View,
Legal Zoom,888 Villa St,legal_services,0.003,https://www.google.com/search?q=Legal+Zoom+888+Villa+St+Mountain+View,
Boutique 4,279 Castro St,boutique,0.003,https://www.google.com/search?q=Boutique+4+279+Castro+St+Mountain+View,
Easy Foods Company,299 Castro St,grocery_store,0.003,https://www.google.com/search?q=Easy+Foods+Company+299+Castro+St+Mountain+View,
Real X Inc,800 W El Camino Real,software_development,0.003,https://www.google.com/search?q=Real+X+Inc+800+W+El+Camino+Real+Mountain+View,
Books Inc.,317 Castro St,bookstore,0.003,https://www.google.com/search?q=Books+Inc.+317+Castro+St+Mountain+View,
Studio 364,364 Castro St,beauty_salon,0.003,https://www.google.com/search?q=Studio+364+364+Castro+St+Mountain+View,
"East West Bookshop, Mountain View",324 Castro St,bookstore,0.003,https://www.google.com/search?q=East+West+Bookshop%2C+Mountain+View+324+Castro+St+Mountain+View,
Monthly Comedy at Red Rock,,comedy_club,0.003,https://www.google.com/search?q=Monthly+Comedy+at+Red+Rock+Mountain+View,
Opal Event Center,251 Castro St,event_planning,0.003,https://www.google.com/search?q=Opal+Event+Center+251+Castro+St+Mountain+View,
Front Porch Mountain View,748 Mercy St,religious_organization,0.003,https://www.google.com/search?q=Front+Porch+Mountain+View+748+Mercy+St+Mountain+View,
Molly Magees,241 Castro St,irish_pub,0.003,https://www.google.com/search?q=Molly+Magees+241+Castro+St+Mountain+View,
Hope's Corner,748 Mercy St,community_services_non_profits,0.003,https://www.google.com/search?q=Hope%27s+Corner+748+Mercy+St+Mountain+View,
Prime Dental,1045 W El Camino Real,dentist,0.003,https://www.google.com/search?q=Prime+Dental+1045+W+El+Camino+Real+Mountain+View,
Alexander's Patisserie,209 Castro St,bakery,0.003,https://www.google.com/search?q=Alexander%27s+Patisserie+209+Castro+St+Mountain+View,
Center For Music and Arts Education,220 View St,music_venue,0.003,https://www.google.com/search?q=Center+For+Music+and+Arts+Education+220+View+St+Mountain+View,
"Edwin Resuello, Real Estate Broker",,real_estate_service,0.003,https://www.google.com/search?q=Edwin+Resuello%2C+Real+Estate+Broker+Mountain+View,
St. Stephen's Green,223 Castro St,irish_pub,0.003,https://www.google.com/search?q=St.+Stephen%27s+Green+223+Castro+St+Mountain+View,
Smith + Palestro,607 W Dana St,mens_clothing_store,0.003,https://www.google.com/search?q=Smith+%2B+Palestro+607+W+Dana+St+Mountain+View,
Hippo Insurance,,insurance_agency,0.003,https://www.google.com/search?q=Hippo+Insurance+Mountain+View,
Sugar Spa,746 Villa St,sugaring,0.003,https://www.google.com/search?q=Sugar+Spa+746+Villa+St+Mountain+View,
Elevate Group,800 W El Camino Real,real_estate_agent,0.003,https://www.google.com/search?q=Elevate+Group+800+W+El+Camino+Real+Mountain+View,
Silicon Valley Irish Fleadh,210 Hope St,arts_and_entertainment,0.003,https://www.google.com/search?q=Silicon+Valley+Irish+Fleadh+210+Hope+St+Mountain+View,
Kelly's Healing Massage,714 Villa St,massage_therapy,0.003,https://www.google.com/search?q=Kelly%27s+Healing+Massage+714+Villa+St+Mountain+View,
Air National Guard Recruiting - 129th Rescue Wing,654 Johnny Luv Lave,employment_agencies,0.003,https://www.google.com/search?q=Air+National+Guard+Recruiting+-+129th+Rescue+Wing+654+Johnny+Luv+Lave+Sunnyvale,
599 Castro,560 Hope St,real_estate_agent,0.003,https://www.google.com/search?q=599+Castro+560+Hope+St+Mountain+View,
La Monique's Nail Salon,650 Castro St,nail_salon,0.003,https://www.google.com/search?q=La+Monique%27s+Nail+Salon+650+Castro+St+Mountain+View,
MichRoFit,Shoreline West,gym,0.003,https://www.google.com/search?q=MichRoFit+Shoreline+West+Mountain+View,
Katy Blus,268 Castro St,real_estate_agent,0.003,https://www.google.com/search?q=Katy+Blus+268+Castro+St+Mountain+View,
Trans Cosmos USA,444 Castro St,financial_service,0.003,https://www.google.com/search?q=Trans+Cosmos+USA+444+Castro+St+Mountain+View,
Hong Kong Bakery,210 Castro St,bakery,0.003,https://www.google.com/search?q=Hong+Kong+Bakery+210+Castro+St+Mountain+View,
Aruba Salon,825 Castro St,beauty_salon,0.003,https://www.google.com/search?q=Aruba+Salon+825+Castro+St+Mountain+View,
Excellent Nails,821 Castro St,nail_salon,0.003,https://www.google.com/search?q=Excellent+Nails+821+Castro+St+Mountain+View,
Maison Alyzee,212 Castro St,bakery,0.003,https://www.google.com/search?q=Maison+Alyzee+212+Castro+St+Mountain+View,
Transvideo Studios,800 W El Camino Real,event_photography,0.003,https://www.google.com/search?q=Transvideo+Studios+800+W+El+Camino+Real+Mountain+View,
Techmave Software,50 E Middlefield Rd Apt 4,information_technology_company,0.003,https://www.google.com/search?q=Techmave+Software+50+E+Middlefield+Rd+Apt+4+Mountain+View,
Online Jewelry جواهرات آنلاین, Mountain View,b2b_jewelers,0.002,https://www.google.com/search?q=Online+Jewelry+%D8%AC%D9%88%D8%A7%D9%87%D8%B1%D8%A7%D8%AA+%D8%A2%D9%86%D9%84%D8%A7%DB%8C%D9%86+Mountain+View+Mountain+View,
Wang Benjamin DDS,682 Villa St,dentist,0.002,https://www.google.com/search?q=Wang+Benjamin+DDS+682+Villa+St+Mountain+View,
Health Gorilla,800 W El Camino Real,software_development,0.002,https://www.google.com/search?q=Health+Gorilla+800+W+El+Camino+Real+Mountain+View,
Dolatch Construction Inc,800 W El Camino Real,construction_services,0.002,https://www.google.com/search?q=Dolatch+Construction+Inc+800+W+El+Camino+Real+Mountain+View,
Teleki Design,257 Castro St,web_designer,0.002,https://www.google.com/search?q=Teleki+Design+257+Castro+St+Mountain+View,
Arctic Grey,800 W El Camino Real,web_designer,0.002,https://www.google.com/search?q=Arctic+Grey+800+W+El+Camino+Real+Mountain+View,
Grit Mindset Therapy,800 W El Camino Real,psychologist,0.002,https://www.google.com/search?q=Grit+Mindset+Therapy+800+W+El+Camino+Real+Mountain+View,
Mountain View Post Office,211 Hope St,post_office,0.002,https://www.google.com/search?q=Mountain+View+Post+Office+211+Hope+St+Mountain+View,
Teaspoon,236 Castro St,tea_room,0.002,https://www.google.com/search?q=Teaspoon+236+Castro+St+Mountain+View,
Wink Med Spa,854 Villa St,medical_spa,0.002,https://www.google.com/search?q=Wink+Med+Spa+854+Villa+St+Mountain+View,
Beacon Wealth Advisory,800 W El Camino Real,financial_advising,0.002,https://www.google.com/search?q=Beacon+Wealth+Advisory+800+W+El+Camino+Real+Mountain+View,
Velocity Software Inc,196 Castro St,software_development,0.002,https://www.google.com/search?q=Velocity+Software+Inc+196+Castro+St+Mountain+View,
Kalia Law P.C.,800 W El Camino Real,lawyer,0.002,https://www.google.com/search?q=Kalia+Law+P.C.+800+W+El+Camino+Real+Mountain+View,
Mountain View Los Altos,211 Hope St,mountain,0.002,https://www.google.com/search?q=Mountain+View+Los+Altos+211+Hope+St+Mountain+View,
Fu Lam Mum,153 Castro St,dim_sum_restaurant,0.002,https://www.google.com/search?q=Fu+Lam+Mum+153+Castro+St+Mountain+View,
Fraternal Order of Eagles,181 Castro St,social_service_organizations,0.002,https://www.google.com/search?q=Fraternal+Order+of+Eagles+181+Castro+St+Mountain+View,
Career Board Network,211 Hope St,medical_service_organizations,0.002,https://www.google.com/search?q=Career+Board+Network+211+Hope+St+Mountain+View,
Bonnie Li Accounting and Tax Service,800 W El Camino Real,trusts,0.002,https://www.google.com/search?q=Bonnie+Li+Accounting+and+Tax+Service+800+W+El+Camino+Real+Mountain+View,
Sabohc,800 W El Camino Real,software_development,0.002,https://www.google.com/search?q=Sabohc+800+W+El+Camino+Real+Mountain+View,
Menlo Security,800 W El Camino Real,software_development,0.002,https://www.google.com/search?q=Menlo+Security+800+W+El+Camino+Real+Mountain+View,
IWANDO,800 W El Camino Real,software_development,0.002,https://www.google.com/search?q=IWANDO+800+W+El+Camino+Real+Mountain+View,
Perfect salon,744 Villa St,beauty_salon,0.002,https://www.google.com/search?q=Perfect+salon+744+Villa+St+Mountain+View,
Fleur De Lis Florist,811 Castro St,flowers_and_gifts_shop,0.002,https://www.google.com/search?q=Fleur+De+Lis+Florist+811+Castro+St+Mountain+View,
Happy Lemon,742 Villa St,bubble_tea,0.002,https://www.google.com/search?q=Happy+Lemon+742+Villa+St+Mountain+View,
Jiff Inc,215 Castro St,software_development,0.002,https://www.google.com/search?q=Jiff+Inc+215+Castro+St+Mountain+View,
All Green Electronics Recycling,800 W El Camino Real,recycling_center,0.002,https://www.google.com/search?q=All+Green+Electronics+Recycling+800+W+El+Camino+Real+Mountain+View,
Customer Rush Marketing,800 W El Camino Real,advertising_agency,0.002,https://www.google.com/search?q=Customer+Rush+Marketing+800+W+El+Camino+Real+Mountain+View,
Silicon Valley Heights,800 W El Camino Real,real_estate,0.002,https://www.google.com/search?q=Silicon+Valley+Heights+800+W+El+Camino+Real+Mountain+View,
LogicHub,800 W El Camino Real,software_development,0.002,https://www.google.com/search?q=LogicHub+800+W+El+Camino+Real+Mountain+View,
Tanis Communications,800 W El Camino Real,public_relations,0.002,https://www.google.com/search?q=Tanis+Communications+800+W+El+Camino+Real+Mountain+View,
Sitare Foundation,888 Villa St,charity_organization,0.002,https://www.google.com/search?q=Sitare+Foundation+888+Villa+St+Mountain+View,
Imagine Hair Salon,857 Villa St,hair_salon,0.002,https://www.google.com/search?q=Imagine+Hair+Salon+857+Villa+St+Mountain+View,
Mifen101,841 Villa St,chinese_restaurant,0.002,https://www.google.com/search?q=Mifen101+841+Villa+St+Mountain+View,
Picturelab,800 W El Camino Real,event_photography,0.002,https://www.google.com/search?q=Picturelab+800+W+El+Camino+Real+Mountain+View,
IOOF Independent Order of Odd Fellows Lodge 244,823 Villa St,lodge,0.002,https://www.google.com/search?q=IOOF+Independent+Order+of+Odd+Fellows+Lodge+244+823+Villa+St+Mountain+View,
Fibbar Magees Irish Pub,223 Castro St,irish_pub,0.002,https://www.google.com/search?q=Fibbar+Magees+Irish+Pub+223+Castro+St+Mountain+View,
City Dolls Color & Hair Design,833 Villa St,hair_salon,0.002,https://www.google.com/search?q=City+Dolls+Color+%26+Hair+Design+833+Villa+St+Mountain+View,
DrumWave Inc,2465 Latham St,software_development,0.002,https://www.google.com/search?q=DrumWave+Inc+2465+Latham+St+Mountain+View,
LeverX Inc,800 W El Camino Real,event_planning,0.002,https://www.google.com/search?q=LeverX+Inc+800+W+El+Camino+Real+Mountain+View,
WhoAPI,800 W El Camino Real,software_development,0.002,https://www.google.com/search?q=WhoAPI+800+W+El+Camino+Real+Mountain+View,
Bella on villa salon,744 Villa St,beauty_salon,0.002,https://www.google.com/search?q=Bella+on+villa+salon+744+Villa+St+Mountain+View,
CISC Semiconductor Corp.,800 W El Camino Real,software_development,0.002,https://www.google.com/search?q=CISC+Semiconductor+Corp.+800+W+El+Camino+Real+Mountain+View,
Yi Fang Taiwan Fruit Tea,143 Castro St,bubble_tea,0.002,https://www.google.com/search?q=Yi+Fang+Taiwan+Fruit+Tea+143+Castro+St+Mountain+View,
Element Home Remodeling,800 W El Camino Real,contractor,0.002,https://www.google.com/search?q=Element+Home+Remodeling+800+W+El+Camino+Real+Mountain+View,
Mountain View,440 Castro St,fast_food_restaurant,0.002,https://www.google.com/search?q=Mountain+View+440+Castro+St+Mountain+View,
Hair by Heinz,617 W Dana St,hair_salon,0.002,https://www.google.com/search?q=Hair+by+Heinz+617+W+Dana+St+Mountain+View,
Thread Theory Professional Tailoring,607 W Dana St,appliance_repair_service,0.002,https://www.google.com/search?q=Thread+Theory+Professional+Tailoring+607+W+Dana+St+Mountain+View,
City of Mountain View,500 Castro St,public_and_government_association,0.002,https://www.google.com/search?q=City+of+Mountain+View+500+Castro+St+Mountain+View,
Mountain View City Personnel,500 Castro St,public_and_government_association,0.002,https://www.google.com/search?q=Mountain+View+City+Personnel+500+Castro+St+Mountain+View,
Mountain View City Clerk,500 Castro St,town_hall,0.002,https://www.google.com/search?q=Mountain+View+City+Clerk+500+Castro+St+Mountain+View,
Mariano Castro Elementary School,220 View St,elementary_school,0.002,https://www.google.com/search?q=Mariano+Castro+Elementary+School+220+View+St+Mountain+View,
TNL Car Title Loans Mountain View,660 W Dana St,installment_loans,0.002,https://www.google.com/search?q=TNL+Car+Title+Loans+Mountain+View+660+W+Dana+St+Mountain+View,
TheatreWorks,500 Castro St,performing_arts,0.002,https://www.google.com/search?q=TheatreWorks+500+Castro+St+Mountain+View,
Mountain View Community Development,500 Castro St,public_and_government_association,0.002,https://www.google.com/search?q=Mountain+View+Community+Development+500+Castro+St+Mountain+View,
Kaiser Permanente,555 Castro St,medical_center,0.002,https://www.google.com/search?q=Kaiser+Permanente+555+Castro+St+Mountain+View,
Clover,785 Castro St,financial_service,0.002,https://www.google.com/search?q=Clover+785+Castro+St+Mountain+View,
Wellness Spa,278 Hope St,massage,0.002,https://www.google.com/search?q=Wellness+Spa+278+Hope+St+Mountain+View,
ATM,501 Castro St,atms,0.002,https://www.google.com/search?q=ATM+501+Castro+St+Mountain+View,
Mountain View - 501 Castro Street,501 Castro St,atms,0.002,https://www.google.com/search?q=Mountain+View+-+501+Castro+Street+501+Castro+St+Mountain+View,
Vpaul Salon,787 Castro St,beauty_salon,0.002,https://www.google.com/search?q=Vpaul+Salon+787+Castro+St+Mountain+View,
Mountain View Optometry,495 Castro St,optometrist,0.002,https://www.google.com/search?q=Mountain+View+Optometry+495+Castro+St+Mountain+View,
Downtown Mountain View,565 Castro St,mountain,0.002,https://www.google.com/search?q=Downtown+Mountain+View+565+Castro+St+Mountain+View,
Mountain View Art & Wine Festival,500 Castro St,topic_concert_venue,0.002,https://www.google.com/search?q=Mountain+View+Art+%26+Wine+Festival+500+Castro+St+Mountain+View,
Evodyne Robotics Academy,881 Castro St,educational_camp,0.002,https://www.google.com/search?q=Evodyne+Robotics+Academy+881+Castro+St+Mountain+View,
Altos Research,280 Hope St,marketing_consultant,0.002,https://www.google.com/search?q=Altos+Research+280+Hope+St+Mountain+View,
Megagon Labs,444 Castro St,computer_hardware_company,0.002,https://www.google.com/search?q=Megagon+Labs+444+Castro+St+Mountain+View,
SentinelOne,444 Castro St,software_development,0.002,https://www.google.com/search?q=SentinelOne+444+Castro+St+Mountain+View,
TheatreWorks Silicon Valley,500 Castro St,theatrical_productions,0.002,https://www.google.com/search?q=TheatreWorks+Silicon+Valley+500+Castro+St+Mountain+View,
ThoughtSpot,444 Castro St,software_development,0.002,https://www.google.com/search?q=ThoughtSpot+444+Castro+St+Mountain+View,
Credit Sesame,444 Castro St,credit_and_debt_counseling,0.002,https://www.google.com/search?q=Credit+Sesame+444+Castro+St+Mountain+View,
Mountain View De Anza Masonic Lodge,890 Church St,lodge,0.002,https://www.google.com/search?q=Mountain+View+De+Anza+Masonic+Lodge+890+Church+St+Mountain+View,
Park Place Apartments,851 Church St,landmark_and_historical_building,0.002,https://www.google.com/search?q=Park+Place+Apartments+851+Church+St+Mountain+View,
Zicasso,1580 W El Camino Real,travel_company,0.002,https://www.google.com/search?q=Zicasso+1580+W+El+Camino+Real+Mountain+View,
DZ Eyelash Extensions Salon Mountain View,357 Castro St,barber,0.002,https://www.google.com/search?q=DZ+Eyelash+Extensions+Salon+Mountain+View+357+Castro+St+Mountain+View,
ByeDusty,Moutain View,home_cleaning,0.002,https://www.google.com/search?q=ByeDusty+Moutain+View+Mountain+View,
St. Joseph Catholic Church,582 Hope St,church_cathedral,0.002,https://www.google.com/search?q=St.+Joseph+Catholic+Church+582+Hope+St+Mountain+View,
Saint Joseph Catholic Church,582 Hope St,catholic_church,0.002,https://www.google.com/search?q=Saint+Joseph+Catholic+Church+582+Hope+St+Mountain+View,
Bay Area Tamil Catholic Community - BATCC,582 Hope St,church_cathedral,0.002,https://www.google.com/search?q=Bay+Area+Tamil+Catholic+Community+-+BATCC+582+Hope+St+Mountain+View,
Cohome,50 California St,real_estate,0.002,https://www.google.com/search?q=Cohome+50+California+St+San+Francisco,
The Sobrato Organization,599 Castro St,home_developer,0.002,https://www.google.com/search?q=The+Sobrato+Organization+599+Castro+St+Mountain+View,
Aera Technology,707 California St,software_development,0.002,https://www.google.com/search?q=Aera+Technology+707+California+St+Mountain+View,
Washmix,650 Castro St,laundromat,0.002,https://www.google.com/search?q=Washmix+650+Castro+St+Mountain+View,
Servpro Of Mountain view/Los Altos,650 Castro St,contractor,0.002,https://www.google.com/search?q=Servpro+Of+Mountain+view%2FLos+Altos+650+Castro+St+Mountain+View,
Dental Fabulous,756 California St,general_dentistry,0.002,https://www.google.com/search?q=Dental+Fabulous+756+California+St+Mountain+View,
Mountain View Civic Center,650 Castro St,social_service_organizations,0.002,https://www.google.com/search?q=Mountain+View+Civic+Center+650+Castro+St+Mountain+View,
Mountain View High School Castro St Mountain View CA,650 Castro St,high_school,0.002,https://www.google.com/search?q=Mountain+View+High+School+Castro+St+Mountain+View+CA+650+Castro+St+Mountain+View,
Triada Real Estate Group,655 Castro St,real_estate,0.002,https://www.google.com/search?q=Triada+Real+Estate+Group+655+Castro+St+Mountain+View,
Cyclocross Magazine,650 Castro St,business,0.002,https://www.google.com/search?q=Cyclocross+Magazine+650+Castro+St+Mountain+View,
Dandies Barbershop and Beard Stylist,357 Castro St,barber,0.002,https://www.google.com/search?q=Dandies+Barbershop+and+Beard+Stylist+357+Castro+St+Mountain+View,
Eyebrow Threading Mountain View,357 Castro St,threading_service,0.002,https://www.google.com/search?q=Eyebrow+Threading+Mountain+View+357+Castro+St+Mountain+View,
